location	population	id
3204052 Songjeong-dong	61	3204052
3204053 Buksam-dong	101	3204053
3204054 Bugok-dong	26	3204054
3204055 Dongho-dong	31	3204055
3204057 Balhan-dong	23	3204057
3204059 Mukho-dong	145	3204059
3204060 Bukpyeong-dong	134	3204060
3204063 Mangsang-dong	27	3204063
3204065 Samhwa-dong	10	3204065
32050 Taebaek-si	315	32050
3205051 Hwangji-dong	38	3205051
3205052 Hwangyeon-dong	41	3205052
3205053 Samsu-dong	63	3205053
3205054 Sangjang-dong	111	3205054
3205055 Gumunso-dong	19	3205055
3205056 Jangseong-dong	12	3205056
3205058 Cheoram-dong	20	3205058
3205062 Mungoksodo-dong	11	3205062
32060 Sokcho-si	1164	32060
3206051 Yeongnang-dong	69	3206051
3206052 Dongmyeong-dong	30	3206052
3206054 Geumho-dong	89	3206054
3206056 Gyo-dong	127	3206056
3206057 Nohak-dong	438	3206057
3206058 Joyang-dong	125	3206058
3206059 Cheongho-dong	195	3206059
3206060 Daepo-dong	91	3206060
32070 Samcheok-si	725	32070
3207011 Dogye-eup	73	3207011
3207012 Wondeok-eup	53	3207012
3207031 Geundeok-myeon	97	3207031
3207032 Hajang-myeon	13	3207032
3207033 Nogok-myeon		3207033
3207034 Miro-myeon	38	3207034
3207035 Gagok-myeon	8	3207035
3207036 Singi-myeon	67	3207036
3207051 Namyang-dong	66	3207051
3207052 Seongnae-dong	61	3207052
3207053 Gyo-dong	78	3207053
3207054 Jeongna-dong	169	3207054
32310 Hongcheon-gun	1064	32310
3231011 Hongcheon-eup	312	3231011
3231031 Hwachon-myeon	70	3231031
3231032 Duchon-myeon	25	3231032
3231033 Naechon-myeon	52	3231033
3231034 Seoseok-myeon	95	3231034
3231035 Dong-myeon	30	3231035
3231036 Nam-myeon	92	3231036
3231037 Seo-myeon	39	3231037
3231038 Bukbang-myeon	77	3231038
3231039 Nae-myeon	272	3231039
32320 Hoengseong-gun	780	32320
3232011 Hoengseong-eup	230	3232011
3232031 Ucheon-myeon	214	3232031
3232032 Anheung-myeon	66	3232032
3232033 Dunnae-myeon	110	3232033
3232034 Gapcheon-myeon	36	3232034
3232035 Cheongil-myeon	26	3232035
3232036 Gonggeun-myeon	52	3232036
3232037 Seowon-myeon	29	3232037
3232038 Gangnim-myeon	17	3232038
32330 Yeongwol-gun	469	32330
3233011 Yeongwol-eup	132	3233011
3233012 Sangdong-eup	11	3233012
3233031 Jungdong-myeon	5	3233031
3233033 Buk-myeon	217	3233033
3233034 Nam-myeon	34	3233034
3233036 Jucheon-myeon	18	3233036
3233037 Suju-myeon	15	3233037
3233038 Gimsatgat-myeon	13	3233038
3233039 Hanbando-myeon	24	3233039
32340 Pyeongchang-gun	570	32340
3234011 Pyeongchang-eup	101	3234011
3234031 Mitan-myeon	20	3234031
3234032 Bangnim-myeon	67	3234032
3234033 Daehwa-myeon	59	3234033
3234034 Bongpyeong-myeon	50	3234034
3234035 Yongpyeong-myeon	37	3234035
3234036 Jinbu-myeon	139	3234036
3234037 Daegwallyeong-myeon	97	3234037
32350 Jeongseon-gun	335	32350
3235011 Jeongseon-eup	57	3235011
3235012 Gohan-eup	34	3235012
3235013 Sabuk-eup	23	3235013
3235014 Sindong-eup	33	3235014
3235032 Nam-myeon	53	3235032
3235034 Bukpyeong-myeon	33	3235034
3235035 Imgye-myeon	51	3235035
3235036 Hwaam-myeon	26	3235036
3235037 Yeoryang-myeon	25	3235037
32360 Cheorwon-gun	824	32360
3236011 Cheorwon-eup	59	3236011
3236012 Gimhwa-eup	89	3236012
3236013 Galmal-eup	258	3236013
3236014 Dongsong-eup	168	3236014
3236021 Geunbuk-myeon		3236021
3236031 Seo-myeon	125	3236031
3236032 Geunnam-myeon	121	3236032
32370 Hwacheon-gun	268	32370
3237011 Hwacheon-eup	42	3237011
3237031 Gandong-myeon	38	3237031
3237032 Hanam-myeon	46	3237032
3237033 Sangseo-myeon	22	3237033
3237034 Sanae-myeon	120	3237034
32380 Yanggu-gun	335	32380
3238011 Yanggu-eup	142	3238011
3238031 Nam-myeon	78	3238031
3238032 Dong-myeon	24	3238032
3238033 Bangsan-myeon	13	3238033
3238034 Haean-myeon	78	3238034
32390 Inje-gun	439	32390
3239011 Inje-eup	143	3239011
3239031 Nam-myeon	53	3239031
3239032 Buk-myeon	72	3239032
3239033 Girin-myeon	76	3239033
3239034 Seohwa-myeon	20	3239034
3239035 Sangnam-myeon	75	3239035
32400 Goseong-gun	525	32400
3240011 Ganseong-eup	46	3240011
3240012 Geojin-eup	215	3240012
3240031 Hyeonnae-myeon	38	3240031
3240032 Jugwang-myeon	42	3240032
3240033 Toseong-myeon	184	3240033
32410 Yangyang-gun	340	32410
3241011 Yangyang-eup	110	3241011
3241031 Seo-myeon	50	3241031
3241032 Sonyang-myeon	49	3241032
3241033 Hyeonbuk-myeon	31	3241033
3241034 Hyeonnam-myeon	52	3241034
3241035 Ganghyeon-myeon	48	3241035
33 Chungcheongbuk-do	40758	33
33004 Total for eups	9058	33004
33005 Total for myeons	18396	33005
33003 Total for dongs	13304	33003
33020 Chungju-si	4815	33020
3302011 Judeok-eup	393	3302011
3302031 Salmi-myeon	15	3302031
3302032 Suanbo-myeon	44	3302032
3302034 Sinni-myeon	212	3302034
3302035 Noeun-myeon	81	3302035
3302036 Angseong-myeon	80	3302036
3302038 Geumga-myeon	124	3302038
3302039 Dongnyang-myeon	72	3302039
3302040 Sancheok-myeon	61	3302040
3302041 Eomjeong-myeon	72	3302041
3302042 Sotae-myeon	64	3302042
3302043 Daesowon-myeon	539	3302043
3302044 Jungangtap-myeon	162	3302044
3302051 Seongnaechungin-dong	75	3302051
3302053 Gyohyeonalim-dong	148	3302053
3302054 Gyohyeon 2(i)-dong	283	3302054
3302055 Yongsan-dong	85	3302055
3302056 Jihyeon-dong	29	3302056
3302057 Munhwa-dong	180	3302057
3302058 Hoamjik-dong	60	3302058
3302060 Dalcheon-dong	686	3302060
3302061 Bongbang-dong	218	3302061
3302062 Chilgeumgeumneung-dong	130	3302062
3302063 Yeonsu-dong	355	3302063
3302064 Mokhaengyongtan-dong	647	3302064
33030 Jecheon-si	1684	33030
3303011 Bongyang-eup	106	3303011
3303031 Geumseong-myeon	38	3303031
3303032 Cheongpung-myeon	13	3303032
3303033 Susan-myeon	17	3303033
3303034 Deoksan-myeon	27	3303034
3303035 Hansu-myeon		3303035
3303036 Baegun-myeon	41	3303036
3303037 Songhak-myeon	57	3303037
3303051 Gyo-dong	97	3303051
3303056 Yongdu-dong	459	3303056
3303059 Cheongjeon-dong	264	3303059
3303060 Hwasan-dong	197	3303060
3303068 Uiam-dong	105	3303068
3303069 Insung-dong	67	3303069
3303070 Namhyeon-dong	40	3303070
3303071 Yeongseo-dong	80	3303071
3303072 Sinbaek-dong	72	3303072
33040 Chungju-si	13722	33040
33041 Sangdang-gu	1233	33041
3304131 Nangseong-myeon	63	3304131
3304132 Miwon-myeon	118	3304132
3304133 Gadeok-myeon	101	3304133
3304134 Namil-myeon	89	3304134
3304135 Munui-myeon	49	3304135
3304151 Jungang-dong	81	3304151
3304152 Seongan-dong	99	3304152
3304153 Tapdaeseong-dong	54	3304153
3304154 Yeongun-dong	93	3304154
3304155 Geumcheon-dong	132	3304155
3304156 Yongdammyeongamsanseong-dong	25	3304156
3304157 Yongam 1(il)-dong	231	3304157
3304158 Yongam 2(I)-dong	98	3304158
33042 Seowon-gu	3002	33042
3304231 Nami-myeon	234	3304231
3304232 Hyeondo-myeon	147	3304232
3304251 Sajik 1(il)-dong	81	3304251
3304252 Sajik 2(i)-dong	60	3304252
3304253 Sachang-dong	617	3304253
3304254 Mochung-dong	176	3304254
3304255 Sannam-dong	159	3304255
3304256 Bunpyeong-dong	121	3304256
3304257 Sugok 1(il)-dong	129	3304257
3304258 Sugok 2(i)-dong	142	3304258
3304259 Seonghwagaesinjungnim-dong	1136	3304259
33043 Heungdeok-gu	4887	33043
3304311 Osong-eup	312	3304311
3304331 Gangnae-myeon	519	3304331
3304332 Oksan-myeon	420	3304332
3304351 Uncheonsinbong-dong	124	3304351
3304352 Bokdae 1(il)-dong	747	3304352
3304353 Bokdae 2(i)-dong	838	3304353
3304354 Gagyeong-dong	388	3304354
3304355 Bongmyeong 1(il)-dong	614	3304355
3304356 Bongmyeong 2(i)早songjeong-dong	677	3304356
3304357 Gangseo 1(il)-dong	202	3304357
3304358 Gangseo 2(i)-dong	46	3304358
33044 Cheongwon-gu	4600	33044
3304411 Naesu-eup	458	3304411
3304412 Ochang-eup	1451	3304412
3304431 Bugi-myeon	734	3304431
3304451 Ogeunjang-dong	93	3304451
3304452 Uam-dong	473	3304452
3304453 Naedeok 1(il)-dong	116	3304453
3304454 Naedeok 2(i)-dong	926	3304454
3304455 Yullyangsacheon-dong	349	3304455
33320 Boeun-gun	486	33320
3332011 Boeun-eup	173	3332011
3332031 Songnisan-myeon		3332031
3332032 Jangan-myeon	59	3332032
3332033 Maro-myeon	34	3332033
3332034 Tanbu-myeon	17	3332034
3332035 Samseung-myeon	33	3332035
3332036 Suhan-myeon	36	3332036
3332037 Hoenam-myeon	16	3332037
3332038 Hoein-myeon	37	3332038
3332039 Naebuk-myeon	36	3332039
3332040 Sanoe-myeon	42	3332040
33330 Okcheon-gun	891	33330
3333011 Okcheon-eup	380	3333011
3333031 Dongi-myeon	178	3333031
3333032 Annam-myeon	8	3333032
3333033 Annae-myeon	58	3333033
3333034 Cheongseong-myeon	24	3333034
3333035 Cheongsan-myeon	57	3333035
3333036 Iwon-myeon	71	3333036
3333037 Gunseo-myeon	87	3333037
3333038 Gunbuk-myeon	28	3333038
33340 Yeongdong-gun	654	33340
3334011 Yeongdong-eup	222	3334011
3334031 Yongsan-myeon	176	3334031
3334032 Hwanggan-myeon	51	3334032
3334033 Chupungnyeong-myeon	22	3334033
3334034 Maegok-myeon	37	3334034
3334035 Sangchon-myeon	30	3334035
3334036 Yanggang-myeon	33	3334036
3334037 Yonghwa-myeon	5	3334037
3334038 Haksan-myeon	39	3334038
3334039 Yangsan-myeon	10	3334039
3334040 Simcheon-myeon	29	3334040
33350 Jincheon-gun	6323	33350
3335011 Jincheon-eup	1541	3335011
3335031 Deoksan-myeon	1181	3335031
3335032 Chopyeong-myeon	257	3335032
3335033 Munbaek-myeon	531	3335033
3335034 Baekgok-myeon	35	3335034
3335035 Iwol-myeon	1877	3335035
3335036 Gwanghyewon-myeon	901	3335036
33360 Goesan-gun	904	33360
3336011 Goesan-eup	255	3336011
3336031 Gammul-myeon	31	3336031
3336032 Jangyeon-myeon	11	3336032
3336033 Yeonpung-myeon	25	3336033
3336034 Chilseong-myeon	29	3336034
3336035 Mungwang-myeon	31	3336035
3336036 Cheongcheon-myeon	35	3336036
3336037 Cheongan-myeon	146	3336037
3336038 Sari-myeon	208	3336038
3336039 Sosu-myeon	86	3336039
3336040 Buljeong-myeon	47	3336040
33370 Eumseong-gun	10288	33370
3337011 Eumseong-eup	735	3337011
3337012 Geumwang-eup	2278	3337012
3337031 Soi-myeon	121	3337031
3337032 Wonnam-myeon	208	3337032
3337033 Maengdong-myeon	622	3337033
3337034 Daeso-myeon	3060	3337034
3337035 Samseong-myeon	2074	3337035
3337036 Saenggeuk-myeon	682	3337036
3337037 Gamgok-myeon	508	3337037
33380 Danyang-gun	283	33380
3338011 Danyang-eup	77	3338011
3338012 Maepo-eup	64	3338012
3338031 Danseong-myeon	15	3338031
3338032 Daegang-myeon	42	3338032
3338033 Gagok-myeon	13	3338033
3338034 Yeongchun-myeon	32	3338034
3338035 Eosangcheon-myeon	15	3338035
3338036 Jeokseong-myeon	25	3338036
33390 Jeungpyeong-gun	708	33390
3339014 Jeungpyeong-eup	613	3339014
3339031 Doan-myeon	95	3339031
34 Chungcheongnam-do	71082	34
34004 Total for eups	14749	34004
34005 Total for myeons	34613	34005
34003 Total for dongs	21720	34003
34010 Cheonan-si	22059	34010
34011 Dongnam-gu	9943	34011
3401111 Mokcheon-eup	572	3401111
3401131 Pungse-myeon	362	3401131
3401132 Gwangdeok-myeon	312	3401132
3401133 Buk-myeon	168	3401133
3401134 Seongnam-myeon	779	3401134
3401135 Susin-myeon	662	3401135
3401136 Byeongcheon-myeon	539	3401136
3401137 Dong-myeon	485	3401137
3401151 Jungang-dong	395	3401151
3401152 Munseong-dong	445	3401152
3401153 Wonseong 1(il)-dong	259	3401153
3401154 Wonseong 2(i)-dong	352	3401154
3401155 Bongmyeong-dong	680	3401155
3401156 Ilbong-dong	308	3401156
3401157 Sinbang-dong	418	3401157
3401158 Cheongnyong-dong	827	3401158
3401159 Sinan-dong	2380	3401159
34012 Sebuk-gu	12116	34012
3401211 Seonghwan-eup	2076	3401211
3401212 Seonggeo-eup	1270	3401212
3401213 Jiksan-eup	2260	3401213
3401231 Ipjang-myeon	1601	3401231
3401251 Seongjeong 1(il)-dong	656	3401251
3401252 Seongjeong 2(i)-dong	978	3401252
3401253 Ssangyong 1(il)-dong	193	3401253
3401254 Ssangyong 2(i)-dong	405	3401254
3401255 Ssangyong 3(sam)-dong	183	3401255
3401258 Baekseok-dong	434	3401258
3401259 Buldang-dong	220	3401259
3401260 Buseong 1(il)-dong	914	3401260
3401261 Buseong 2(i)-dong	926	3401261
34020 Gongju-si	2137	34020
3402011 Yugu-eup	100	3402011
3402031 Iin-myeon	55	3402031
3402032 Tancheon-myeon	139	3402032
3402033 Gyeryong-myeon	174	3402033
3402034 Banpo-myeon	62	3402034
3402036 Uidang-myeon	102	3402036
3402037 Jeongan-myeon	148	3402037
3402038 Useong-myeon	151	3402038
3402039 Sagok-myeon	51	3402039
3402040 Sinpung-myeon	30	3402040
3402051 Junghak-dong	65	3402051
3402055 Geumhak-dong	77	3402055
3402056 Ongnyong-dong	177	3402056
3402057 Singwan-dong	654	3402057
3402058 Ungjin-dong	68	3402058
3402059 wolsong-dong	84	3402059
34030 Boryeong-si	2964	34030
3403011 Ungcheon-eup	171	3403011
3403031 Jupo-myeon	180	3403031
3403032 Jugyo-myeon	272	3403032
3403033 Ocheon-myeon	596	3403033
3403034 Cheonbuk-myeon	337	3403034
3403035 Cheongso-myeon	69	3403035
3403036 Cheongna-myeon	77	3403036
3403037 Nampo-myeon	77	3403037
3403038 Jusan-myeon	20	3403038
3403039 Misan-myeon	15	3403039
3403040 Seongju-myeon	24	3403040
3403051 Daecheon 1(il)-dong	227	3403051
3403052 Daecheon 2(i)-dong	107	3403052
3403053 Daecheon 3(sam)-dong	145	3403053
3403054 Daecheon4(sa)-dong	139	3403054
3403056 Daecheon 5(o)-dong	508	3403056
34040 Asan-si	17213	34040
3404011 Yeomchi-eup	356	3404011
3404012 Baebang-eup	1053	3404012
3404031 Songak-myeon	65	3404031
3404033 Tangjeong-myeon	874	3404033
3404034 Eumbong-myeon	1466	3404034
3404035 Dunpo-myeon	2978	3404035
3404036 Yeongin-myeon	1055	3404036
3404037 Inju-myeon	947	3404037
3404038 Seonjang-myeon	479	3404038
3404039 Dogo-myeon	167	3404039
3404040 Sinchang-myeon	3422	3404040
3404051 Onyang 1(il)-dong	394	3404051
3404052 Onyang 2(i)-dong	842	3404052
3404053 Onyang 3(sam)-dong	821	3404053
3404054 Onyang 4(sa)-dong	999	3404054
3404055 Onyang 5(o)-dong	757	3404055
3404056 Onyang 6(yuk)-dong	538	3404056
34050 Seosan-si	4729	34050
3405011 Daesan-eup	307	3405011
3405031 Inji-myeon	109	3405031
3405032 Buseok-myeon	68	3405032
3405033 Palbong-myeon	60	3405033
3405034 Jigok-myeon	235	3405034
3405035 Seongyeon-myeon	441	3405035
3405036 Eumam-myeon	360	3405036
3405037 Unsan-myeon	71	3405037
3405038 Haemi-myeon	778	3405038
3405039 Gobuk-myeon	181	3405039
3405051 Buchun-dong	530	3405051
3405052 Dongmun 1(il)-dong	537	3405052
3405053 Dongmun 2(i)-dong	364	3405053
3405054 Suseok-dong	406	3405054
3405055 Seongnam-dong	282	3405055
34060 Nonsan-si	4146	34060
3406011 Ganggyeong-eup	143	3406011
3406012 Yeonmu-eup	513	3406012
3406031 Seongdong-myeon	355	3406031
3406032 Gwangseok-myeon	204	3406032
3406033 Noseong-myeon	162	3406033
3406034 Sangwol-myeon	139	3406034
3406035 Bujeok-myeon	248	3406035
3406036 Yeonsan-myeon	272	3406036
3406037 Beolgok-myeon	70	3406037
3406038 Yangchon-myeon	521	3406038
3406039 Gayagok-myeon	191	3406039
3406040 Eunjin-myeon	565	3406040
3406041 Chaeun-myeon	26	3406041
3406051 Chwiam-dong	560	3406051
3406052 Buchang-dong	177	3406052
34070 Gyeryong-si	214	34070
3407031 Duma-myeon	40	3407031
3407033 Eomsa-myeon	117	3407033
3407034 Sindoan_myeon	9	3407034
3407051 Geumam-dong	48	3407051
34080 Dangjin-si	6375	34080
3408011 Hapdeok-eup	936	3408011
3408012 Songak-eup	1556	3408012
3408031 Godae-myeon	125	3408031
3408032 Seongmun-myeon	166	3408032
3408033 Daehoji-myeon	66	3408033
3408034 Jeongmi-myeon	226	3408034
3408035 Myeoncheon-myeon	368	3408035
3408036 Sunseong-myeon	543	3408036
3408037 Ugang-myeon	93	3408037
3408038 Sinpyeong-myeon	651	3408038
3408039 Songsan-myeon	404	3408039
3408051 Dangjin 1(il)-dong	676	3408051
3408052 Dangjin 2(i)-dong	400	3408052
3408053 Dangjin 3(sam)-dong	165	3408053
34310 Geumsan-gun	1671	34310
3431011 Geumsan-eup	209	3431011
3431031 Geumseong-myeon	199	3431031
3431032 Jewon-myeon	45	3431032
3431033 Buri-myeon	42	3431033
3431034 Gunbuk-myeon	72	3431034
3431035 Namil-myeon	49	3431035
3431036 Nami-myeon	41	3431036
3431037 Jinsan-myeon	76	3431037
3431038 Boksu-myeon	255	3431038
3431039 Chubu-myeon	683	3431039
34330 Buyeo-gun	1680	34330
3433011 Buyeo-eup	272	3433011
3433031 Gyuam-myeon	142	3433031
3433032 Eunsan-myeon	177	3433032
3433033 Oesan-myeon	17	3433033
3433034 Naesan-myeon	12	3433034
3433035 Guryong-myeon	40	3433035
3433036 Hongsan-myeon	83	3433036
3433037 Oksan-myeon	206	3433037
3433038 Nam-myeon	23	3433038
3433039 Chunghwa-myeon	9	3433039
3433040 Yanghwa-myeon	57	3433040
3433041 Imcheon-myeon	79	3433041
3433042 Jangam-myeon	208	3433042
3433043 Sedo-myeon	67	3433043
3433044 Seokseong-myeon	195	3433044
3433045 Chochon-myeon	93	3433045
34340 Seocheon-gun	1490	34340
3434011 Janghang-eup	484	3434011
3434012 Seocheon-eup	115	3434012
3434031 Maseo-myeon	39	3434031
3434032 Hwayang-myeon	28	3434032
3434033 Gisan-myeon	14	3434033
3434034 Hansan-myeon	16	3434034
3434035 Masan-myeon	7	3434035
3434036 Sicho-myeon		3434036
3434037 Munsan-myeon	16	3434037
3434038 Pangyo-myeon	19	3434038
3434039 Jongcheon-myeon	98	3434039
3434040 Biin-myeon	71	3434040
3434041 Seo-myeon	582	3434041
34350 Cheongyang-gun	652	34350
3435011 Cheongyang-eup	173	3435011
3435031 Ungok-myeon	52	3435031
3435032 Daechi-myeon	55	3435032
3435033 Jeongsan-myeon	56	3435033
3435034 Mok-myeon	28	3435034
3435035 Cheongnam-myeon	76	3435035
3435036 Jangpyeong-myeon	40	3435036
3435037 Namyang-myeon	25	3435037
3435038 Hwaseong-myeon	42	3435038
3435039 Bibong-myeon	105	3435039
34360 Hongseong-gun	2143	34360
3436011 Hongseong-eup	572	3436011
3436012 Gwangcheon-eup	366	3436012
3436031 Hongbuk-myeon	152	3436031
3436032 Geumma-myeon	126	3436032
3436033 Hongdong-myeon	50	3436033
3436034 Janggok-myeon	105	3436034
3436035 Eunha-myeon	188	3436035
3436036 Gyeolseong-myeon	138	3436036
3436037 Seobu-myeon	57	3436037
3436038 Galsan-myeon	206	3436038
3436039 Guhang-myeon	183	3436039
34370 Yesan-gun	2235	34370
3437011 Yesan-eup	489	3437011
3437012 Sapgyo-eup	169	3437012
3437031 Daesul-myeon	155	3437031
3437032 Sinyang-myeon	60	3437032
3437033 Gwangsi-myeon	42	3437033
3437034 Daeheung-myeon	15	3437034
3437035 Eungbong-myeon	149	3437035
3437036 Deoksan-myeon	179	3437036
3437037 Bongsan-myeon	170	3437037
3437038 Godeok-myeon	340	3437038
3437039 Sinam-myeon	235	3437039
3437040 Oga-myeon	232	3437040
34380 Taean-gun	1374	34380
3438011 Taean-eup	400	3438011
3438012 Anmyeon-eup	187	3438012
3438031 Gonam-myeon	121	3438031
3438032 Nam-myeon	53	3438032
3438033 Geunheung-myeon	395	3438033
3438034 Sowon-myeon	123	3438034
3438035 Wonbuk-myeon	61	3438035
3438036 Iwon-myeon	34	3438036
35 Jeollabuk-do	29930	35
35004 Total for eups	3524	35004
35005 Total for myeons	8763	35005
35003 Total for dongs	17643	35003
35010 Jeonju-si	6633	35010
35011 Wansan-gu	2928	35011
3501160 Dongseohak-dong	44	3501160
3501161 Seoseohak-dong	67	3501161
3501162 Junghwasan 1(il)-dong	64	3501162
3501163 Junghwasan 2(i)-dong	154	3501163
3501164 Pyeonghwa 1(il)-dong	97	3501164
3501165 Pyeonghwa 2(i)-dong	141	3501165
3501166 Seosin-dong	241	3501166
3501167 Samcheon 1(il)-dong	66	3501167
3501168 Samcheon 2(i)-dong	86	3501168
3501169 Samcheon 3(sam)-dong	100	3501169
3501170 Hyoja 1(il)-dong	184	3501170
3501171 Hyoja 2(i)-dong	91	3501171
3501172 Hyoja 3(sam)-dong	53	3501172
3501173 Hyoja 4(sa)-dong	1214	3501173
3501174 Jungang-dong	144	3501174
3501175 Pungnam-dong	50	3501175
3501176 Nosong-dong	81	3501176
3501177 Wansan-dong	51	3501177
35012 Deokjin-gu	3705	35012
3501254 Inhu 1(il)-dong	61	3501254
3501255 Inhu 2(i)-dong	193	3501255
3501256 Inhu 3(sam)-dong	253	3501256
3501257 Deokjin-dong	771	3501257
3501258 Geumam 1(il)-dong	693	3501258
3501259 Geumam 2(i)-dong	296	3501259
3501260 Palbok-dong	274	3501260
3501261 Ua 1(il)-dong	127	3501261
3501262 Ua 2(i)-dong	160	3501262
3501263 Hoseong-dong	117	3501263
3501265 Songcheon 1(il)-dong	229	3501265
3501266 Songcheon 2(i)-dong	146	3501266
3501267 Jochon-dong	145	3501267
3501268 Dongsan-dong	177	3501268
3501269 Jinbuk-dong	63	3501269
35020 Gunsan-si	6432	35020
3502011 Okgu-eup	80	3502011
3502031 Oksan-myeon	28	3502031
3502032 Hoehyeon-myeon	49	3502032
3502033 Impi-myeon	153	3502033
3502034 Seosu-myeon	136	3502034
3502035 Daeya-myeon	60	3502035
3502036 Gaejeong-myeon	26	3502036
3502037 Seongsan-myeon	128	3502037
3502038 Napo-myeon	37	3502038
3502039 Okdo-myeon	473	3502039
3502040 Okseo-myeon	41	3502040
3502051 Haesin-dong	112	3502051
3502053 Wolmyeong-dong	124	3502053
3502055 Sinpung-dong	50	3502055
3502056 Samhak-dong	68	3502056
3502060 Jungang-dong	116	3502060
3502064 Heungnam-dong	79	3502064
3502065 Jochon-dong	229	3502065
3502066 Gyeongam-dong	135	3502066
3502067 Guam-dong	68	3502067
3502068 Gaejeong-dong	31	3502068
3502069 Susong-dong	355	3502069
3502070 Naun 1(il)-dong	151	3502070
3502071 Naun 2(i)-dong	166	3502071
3502072 Soryong-dong	2466	3502072
3502073 Miseong-dong	496	3502073
3502074 Naun 3(sam)-dong	575	3502074
35030 Iksan-si	4755	35030
3503011 Hamyeol-eup	124	3503011
3503031 Osan-myeon	109	3503031
3503032 Hwangdeung-myeon	211	3503032
3503033 Hamna-myeon	46	3503033
3503034 Ungpo-myeon	30	3503034
3503035 Seongdang-myeon	29	3503035
3503036 Yongan-myeon	47	3503036
3503037 Nangsan-myeon	110	3503037
3503038 Mangseong-myeon	160	3503038
3503039 Yeosan-myeon	157	3503039
3503040 Geumma-myeon	50	3503040
3503041 Wanggung-myeon	291	3503041
3503042 Chunpo-myeon	211	3503042
3503043 Samgi-myeon	112	3503043
3503044 Yongdong-myeon	61	3503044
3503051 Jungang-dong	70	3503051
3503053 Pyeonghwa-dong	87	3503053
3503055 Inhwa-dong	89	3503055
3503057 Dongsan-dong	236	3503057
3503058 Ma-dong	198	3503058
3503059 Namjung-dong	140	3503059
3503061 Mohyeon-dong	250	3503061
3503062 Songhak-dong	67	3503062
3503065 Sin-dong	603	3503065
3503066 Yeongdeung 1(il)-dong	160	3503066
3503069 Palbong-dong	515	3503069
3503070 Samseong-dong	225	3503070
3503071 Yeongdeung 2(i)-dong	115	3503071
3503072 Eoyang-dong	252	3503072
35040 Jeongeup-si	2639	35040
3504011 Sintaein-eup	152	3504011
3504031 Buk-myeon	404	3504031
3504032 Ibam-myeon	37	3504032
3504033 Soseong-myeon	88	3504033
3504034 Gobu-myeon	121	3504034
3504035 Yeongwon-myeon	51	3504035
3504036 Deokcheon-myeon	72	3504036
3504037 Ipyeong-myeon	36	3504037
3504038 Jeongu-myeon	39	3504038
3504039 Taein-myeon	111	3504039
3504040 Gamgok-myeon	90	3504040
3504041 Ongdong-myeon	44	3504041
3504042 Chilbo-myeon	48	3504042
3504043 Sannae-myeon	20	3504043
3504044 Sanoe-myeon	21	3504044
3504051 Suseong-dong	579	3504051
3504052 Jangmyeong-dong	48	3504052
3504053 Naejangsang-dong	182	3504053
3504054 Sigi-dong	53	3504054
3504057 Yeonji-dong	135	3504057
3504058 Nongso-dong	67	3504058
3504059 Sanggyo-dong	52	3504059
3504060 Chosan-dong	189	3504060
35050 Namwon-si	1060	35050
3505011 Unbong-eup	81	3505011
3505031 Jucheon-myeon	33	3505031
3505032 Suji-myeon	10	3505032
3505033 Songdong-myeon	33	3505033
3505034 Jusaeng-myeon	29	3505034
3505035 Geumji-myeon	31	3505035
3505036 Daegang-myeon	35	3505036
3505037 Daesan-myeon	32	3505037
3505038 Samae-myeon	29	3505038
3505039 Deokgwa-myeon	19	3505039
3505040 Bojeol-myeon	28	3505040
3505041 Sandong-myeon	14	3505041
3505042 Ibaek-myeon	24	3505042
3505043 Inwol-myeon	48	3505043
3505044 Ayeong-myeon	19	3505044
3505045 Sannae-myeon	9	3505045
3505051 Dongchung-dong	38	3505051
3505052 Jukhang-dong	50	3505052
3505054 Noam-dong	115	3505054
3505055 Geum-dong	93	3505055
3505056 Wangjeong-dong	41	3505056
3505057 Hyanggyo-dong	156	3505057
3505059 Dotong-dong	93	3505059
35060 Gimje-si	2133	35060
3506011 Mangyeong-eup	154	3506011
3506031 Juksan-myeon	24	3506031
3506032 Baeksan-myeon	99	3506032
3506033 Yongji-myeon	209	3506033
3506034 Baekgu-myeon	156	3506034
3506035 Buryang-myeon		3506035
3506036 Gongdeok-myeon	95	3506036
3506037 Cheongha-myeon	40	3506037
3506038 Seongdeok-myeon	18	3506038
3506039 Jinbong-myeon	39	3506039
3506040 Geumgu-myeon	104	3506040
3506041 Bongnam-myeon	75	3506041
3506042 Hwangsan-myeon	110	3506042
3506043 Geumsan-myeon	98	3506043
3506044 Gwanghwal-myeon	18	3506044
3506051 Yochon-dong	187	3506051
3506052 Sinpung-dong	279	3506052
3506054 Geomsan-dong	318	3506054
3506058 Gyowol-dong	107	3506058
35310 Wanju-gun	2474	35310
3531011 Samnye-eup	772	3531011
3531012 Bongdong-eup	856	3531012
3531013 Yongjin-eup	210	3531013
3531032 Sanggwan-myeon	51	3531032
3531033 Iseo-myeon	195	3531033
3531034 Soyang-myeon	85	3531034
3531035 Gui-myeon	93	3531035
3531036 Gosan-myeon	39	3531036
3531037 Bibong-myeon	78	3531037
3531038 Unju-myeon	41	3531038
3531039 Hwasan-myeon	29	3531039
3531040 Dongsang-myeon	13	3531040
3531041 Gyeongcheon-myeon	12	3531041
35320 Jinan-gun	329	35320
3532011 Jinan-eup	152	3532011
